@RELATION classifier_rf
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE class {train_COPD,train_normal}

@DATA
0.000817,0.224385,2.775075,0.092186,0.194440,0.015515,0.090274,0.001679,-25.618493,2.531288,0.292900,0.450739,0.179578,0.238528,0.122614,0.131237,0.073398,0.088544,0.056998,0.063801,0.040366,0.000604,0.000103,0.036846,0.000430,0.091807,0.000314,0.172548,0.000057,0.000198,0.000746,0.004919,0.000125,0.061626,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,150.000000,0.073477,train_COPD
0.002122,0.087290,2.685287,0.081630,0.181186,0.015500,0.044156,0.003462,-26.625183,2.961735,0.479474,0.696300,0.348219,0.248976,0.169047,0.212636,0.060775,0.056608,0.088825,0.087206,0.032160,0.001271,0.000112,0.109532,0.000708,0.034361,0.000452,0.246562,0.000057,0.000235,0.001968,0.018198,0.000141,0.079452,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000000,0.094880,train_COPD
0.005405,0.065690,2.648804,0.104699,0.212060,0.020953,0.045592,0.002568,-26.646665,2.653716,0.422688,0.498979,0.227812,0.255434,0.133176,0.136102,0.076591,0.088535,0.048531,0.057607,0.040292,0.001074,0.000131,0.065179,0.000656,0.067429,0.000456,0.208522,0.000074,0.000261,0.001486,0.007832,0.000164,0.068708,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,400.000000,0.087163,train_COPD
0.003672,0.058881,2.697093,0.075842,0.175297,0.013216,0.037426,0.004462,-27.291171,3.046932,0.689270,0.795565,0.266677,0.522653,0.207154,0.216706,0.166175,0.079717,0.029626,0.042432,0.045949,0.001760,0.000122,0.110257,0.000918,0.034813,0.000533,0.215858,0.000050,0.000232,0.003578,0.030887,0.000128,0.072227,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,240.000000,0.101025,train_COPD
0.002550,0.035519,2.640678,0.081474,0.183305,0.014290,0.041197,0.003407,-28.055506,3.051160,0.667373,0.661045,0.307213,0.308498,0.175807,0.172255,0.091757,0.089569,0.050167,0.055925,0.030282,0.001322,0.000101,0.103660,0.000682,0.049622,0.000409,0.215113,0.000053,0.000220,0.002182,0.011979,0.000127,0.071880,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,240.000000,0.116099,train_COPD
0.003686,0.083439,2.701327,0.078897,0.179016,0.013715,0.039823,0.004322,-26.548591,3.109618,0.486395,0.707064,0.239882,0.260787,0.147299,0.077286,0.047694,0.108348,0.002030,0.053940,0.051837,0.002481,0.000160,0.100422,0.001494,0.042468,0.000854,0.226760,0.000064,0.000458,0.003501,0.014655,0.000217,0.072648,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,240.000000,0.098257,train_COPD
0.004614,0.038846,2.663936,0.096077,0.203663,0.015984,0.043187,0.002575,-27.581463,2.655916,0.421410,0.528710,0.234097,0.240232,0.127088,0.180482,0.125198,0.123170,0.088726,0.098662,0.065717,0.000741,0.000104,0.080988,0.000466,0.064231,0.000338,0.199677,0.000052,0.000223,0.001021,0.011084,0.000128,0.067488,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,240.000000,0.106287,train_COPD
0.009003,0.012235,2.749667,0.111013,0.217097,0.024917,0.058689,0.003099,-29.691279,2.571709,0.516384,0.672689,0.275931,0.316818,0.167715,0.128641,0.150748,0.122047,0.078411,0.098232,0.068181,0.001039,0.000103,0.083115,0.000679,0.085038,0.000425,0.122050,0.000060,0.000236,0.001764,0.017047,0.000139,0.055657,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000000,0.096519,train_COPD
0.003310,0.043965,2.648928,0.082102,0.183243,0.014079,0.050756,0.003498,-28.043182,3.076407,0.398928,0.581427,0.303748,0.262325,0.136375,0.148370,0.074068,0.054865,0.032033,0.103398,0.066227,0.001485,0.000152,0.085365,0.000975,0.053794,0.000724,0.214476,0.000079,0.000313,0.002066,0.014869,0.000168,0.070622,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000000,0.093991,train_COPD
0.001738,0.019224,2.694918,0.091170,0.194241,0.015328,0.054266,0.002191,-28.894145,2.658926,0.337235,0.471549,0.213686,0.261641,0.133100,0.125994,0.054013,0.069846,0.044750,0.057285,0.035061,0.000891,0.000146,0.048398,0.000581,0.068677,0.000408,0.226796,0.000081,0.000241,0.000990,0.005864,0.000152,0.071112,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000000,0.097403,train_COPD
0.003382,0.163755,2.701227,0.098675,0.203411,0.018257,0.050592,0.002471,-25.491825,2.696723,0.358648,0.428663,0.155652,0.205605,0.109293,0.127872,0.075071,0.074421,0.040480,0.050052,0.034124,0.001312,0.000154,0.060016,0.000695,0.069227,0.000469,0.209985,0.000067,0.000287,0.001315,0.006614,0.000202,0.068387,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000000,0.081040,train_COPD
0.002284,0.025856,2.676402,0.084278,0.186497,0.015668,0.053701,0.002636,-29.109599,2.776678,0.434796,0.590309,0.332723,0.325688,0.158421,0.160645,0.107846,0.102603,0.065686,0.078043,0.055144,0.000834,0.000095,0.073295,0.000488,0.056684,0.000343,0.230375,0.000053,0.000187,0.001406,0.010766,0.000115,0.073346,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,240.000000,0.097412,train_COPD
0.003640,0.172216,2.718050,0.087852,0.193374,0.013908,0.048681,0.002976,-25.878116,2.650323,0.471084,0.652643,0.294248,0.323583,0.217285,0.196902,0.121470,0.139998,0.080862,0.074750,0.073741,0.000670,0.000087,0.136190,0.000390,0.042558,0.000296,0.203504,0.000047,0.000161,0.001082,0.015199,0.000100,0.075562,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,300.000000,0.100962,train_COPD
0.006126,0.098429,2.740741,0.089567,0.193974,0.017242,0.033443,0.004623,-25.994615,2.790452,0.587590,0.769182,0.255727,0.469161,0.256878,0.220063,0.120670,0.085113,0.075319,0.113745,0.060853,0.001670,0.000117,0.117547,0.001073,0.037119,0.000552,0.184476,0.000079,0.000234,0.003157,0.042102,0.000140,0.067748,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,240.000000,0.076792,train_COPD
0.002050,0.214941,2.720256,0.083551,0.184761,0.013912,0.046632,0.002706,-25.681319,2.840240,0.399893,0.600619,0.224035,0.285883,0.158916,0.094407,0.056447,0.083825,0.020745,0.060947,0.053807,0.001113,0.000113,0.076206,0.000709,0.062492,0.000457,0.209943,0.000055,0.000243,0.001224,0.009220,0.000134,0.068929,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,400.000000,0.098160,train_COPD
0.007155,0.021923,2.637402,0.091913,0.198428,0.016788,0.035773,0.004530,-28.425246,2.921130,0.414076,0.745691,0.320779,0.278952,0.326255,0.309703,0.159005,0.145534,0.075507,0.050494,0.010725,0.001648,0.000386,0.090244,0.000937,0.045000,0.000525,0.202772,0.000069,0.000277,0.003409,0.031642,0.000179,0.065807,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,240.000000,0.091743,train_COPD
0.008659,0.049480,2.731954,0.105238,0.214099,0.020981,0.037355,0.003768,-26.803697,2.891682,0.681527,0.603859,0.282507,0.262836,0.122489,0.142564,0.070795,0.085111,0.042520,0.051493,0.036992,0.002148,0.000135,0.078535,0.001238,0.071090,0.000681,0.171128,0.000058,0.000340,0.002462,0.012079,0.000174,0.060410,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,240.000000,0.118012,train_COPD
0.003927,0.051448,2.732818,0.079037,0.179729,0.015110,0.041252,0.005449,-26.992493,3.402773,0.697503,0.548804,0.197060,0.227917,0.099230,0.089909,0.030433,0.051635,0.028454,0.043972,0.024764,0.003558,0.000253,0.087902,0.003186,0.049950,0.002111,0.202493,0.000072,0.000947,0.004169,0.017970,0.000358,0.066281,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000000,0.080906,train_COPD
0.002584,0.033422,2.664604,0.086653,0.189358,0.016264,0.042049,0.003428,-27.831844,2.951485,0.583478,0.614709,0.297372,0.320108,0.184230,0.166474,0.082323,0.082226,0.055812,0.067216,0.041171,0.001261,0.000114,0.110809,0.000769,0.047875,0.000527,0.209458,0.000057,0.000245,0.001985,0.013885,0.000143,0.072253,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,300.000000,0.085346,train_COPD
0.002026,0.183207,2.673138,0.079486,0.179027,0.014037,0.049624,0.003140,-26.175270,2.985867,0.454704,0.616362,0.299572,0.294951,0.146873,0.156880,0.095024,0.089151,0.047765,0.067970,0.036069,0.001240,0.000120,0.081802,0.000805,0.050068,0.000535,0.236619,0.000055,0.000279,0.002022,0.011272,0.000157,0.074816,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000000,0.073365,train_COPD
0.003601,0.007083,2.731739,0.096140,0.200754,0.016265,0.033842,0.002582,-29.803818,2.732700,0.101650,0.404900,0.282337,0.283169,0.067199,0.000228,0.014075,0.083236,0.043808,0.068911,0.025442,0.001050,0.000139,0.048320,0.000998,0.055715,0.000774,0.262117,0.000135,0.000404,0.001148,0.006621,0.000205,0.078099,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000000,0.099688,train_COPD
0.005685,0.024131,2.642031,0.092035,0.198634,0.016552,0.047982,0.003244,-28.689795,2.717895,0.522881,0.632642,0.319431,0.314542,0.212039,0.208353,0.134276,0.132536,0.084635,0.091283,0.064954,0.000876,0.000091,0.099829,0.000485,0.053515,0.000299,0.195027,0.000048,0.000177,0.001269,0.022300,0.000109,0.067758,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000000,0.076070,train_COPD
0.004703,0.045006,2.688087,0.083289,0.186417,0.014779,0.040826,0.003943,-27.994182,2.991666,0.322028,0.654211,0.384645,0.353614,0.181821,0.162203,0.138268,0.080184,0.041457,0.140316,0.097753,0.001354,0.000155,0.122001,0.000825,0.042581,0.000542,0.195060,0.000070,0.000283,0.002143,0.025365,0.000188,0.069363,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000000,0.128931,train_COPD
0.003895,0.036615,2.588718,0.085303,0.188335,0.014599,0.049227,0.002931,-28.083562,2.466144,0.269133,0.749158,0.300452,0.314456,0.280094,0.189689,0.090030,0.238907,0.107781,0.090593,0.097451,0.000572,0.000092,0.116056,0.000376,0.042758,0.000283,0.223945,0.000061,0.000176,0.000927,0.014830,0.000113,0.075908,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000000,0.095390,train_COPD
0.005498,0.028072,2.712928,0.095048,0.200333,0.018296,0.036801,0.003333,-27.840623,2.949266,0.260259,0.407481,0.274804,0.304573,0.149239,0.117524,0.058317,0.077860,0.050612,0.072823,0.043941,0.001441,0.000187,0.080175,0.000974,0.051614,0.000662,0.225650,0.000108,0.000365,0.002142,0.014439,0.000194,0.072386,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000000,0.102874,train_COPD
0.007290,0.022312,2.923263,0.072293,0.161218,0.015119,0.022433,0.012017,-27.574565,3.790718,0.209044,0.202243,-0.197028,0.291348,0.180012,0.124260,-0.007656,-0.046406,0.087484,-0.082368,0.075874,0.010967,0.002220,0.059104,0.007163,0.054409,0.005545,0.143515,0.000300,0.002705,0.008310,0.023994,0.002032,0.050136,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,300.000000,0.086420,train_COPD
0.004589,0.022103,2.680261,0.090407,0.197775,0.015385,0.045443,0.003142,-28.595127,2.890167,0.625212,0.590201,0.241319,0.230556,0.117010,0.124642,0.067974,0.084881,0.055909,0.066469,0.055083,0.001232,0.000114,0.106057,0.000736,0.051442,0.000482,0.207229,0.000053,0.000284,0.001429,0.012717,0.000137,0.071549,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,300.000000,0.096672,train_COPD
0.002816,0.068977,2.657925,0.078003,0.178883,0.014371,0.042654,0.003553,-27.283233,2.877659,0.441405,0.726744,0.382252,0.359914,0.257756,0.189156,0.120103,0.170407,0.101765,0.090897,0.079366,0.000853,0.000098,0.110667,0.000467,0.034066,0.000322,0.232589,0.000070,0.000209,0.001389,0.028201,0.000113,0.075860,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,300.000000,0.109375,train_COPD
0.002997,0.029281,2.676057,0.080098,0.182588,0.014417,0.041508,0.003850,-28.153302,2.917886,0.532779,0.767833,0.411038,0.375844,0.255106,0.224789,0.159960,0.161449,0.102430,0.103685,0.065788,0.001001,0.000092,0.103029,0.000488,0.043370,0.000327,0.208625,0.000048,0.000189,0.002068,0.028178,0.000113,0.069673,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,240.000000,0.116110,train_COPD
0.003031,0.019714,2.655027,0.080437,0.183073,0.013544,0.044565,0.003410,-29.476864,2.788883,0.538680,0.719761,0.344168,0.357636,0.252292,0.216646,0.148326,0.167574,0.103603,0.117626,0.085578,0.000670,0.000088,0.151471,0.000441,0.028189,0.000293,0.216365,0.000048,0.000171,0.001236,0.025068,0.000109,0.079684,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,171.428571,0.088235,train_COPD
0.002709,0.031121,2.673522,0.086435,0.190347,0.015404,0.047234,0.003020,-28.219226,2.791940,0.443230,0.588028,0.297875,0.315658,0.210364,0.206907,0.135279,0.143442,0.090146,0.098064,0.086579,0.000738,0.000102,0.089599,0.000497,0.050021,0.000347,0.226357,0.000055,0.000210,0.001129,0.015679,0.000128,0.072709,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000000,0.086478,train_COPD
0.012789,0.027607,2.774837,0.134883,0.234716,0.041013,0.054685,0.002579,-28.187004,2.308197,0.392617,0.550744,0.328064,0.202387,0.155928,0.146438,0.144264,0.120891,0.059774,0.063444,0.072147,0.000842,0.000126,0.054845,0.000502,0.097930,0.000415,0.122108,0.000070,0.000210,0.001291,0.011123,0.000168,0.053418,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000000,0.076677,train_COPD
0.011492,0.034962,2.685131,0.123123,0.230582,0.026485,0.040174,0.002947,-27.364267,2.597215,0.552616,0.582960,0.314957,0.268585,0.132951,0.144625,0.091039,0.079364,0.051505,0.060413,0.041636,0.001116,0.000102,0.068805,0.000906,0.077327,0.000430,0.165925,0.000062,0.000236,0.001726,0.012869,0.000141,0.059644,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000000,0.105008,train_COPD
0.003143,0.049525,2.651957,0.085424,0.187505,0.015422,0.048586,0.003364,-27.611658,2.935321,0.526926,0.599391,0.172981,0.264486,0.081279,0.115191,0.052042,0.001949,0.014839,0.038004,0.070224,0.002070,0.000125,0.103958,0.001304,0.052456,0.000705,0.207678,0.000056,0.000319,0.002367,0.008999,0.000161,0.070446,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000000,0.098802,train_COPD
0.015026,0.001372,2.701818,0.129993,0.230311,0.047434,0.026952,0.005216,-31.502650,2.437843,0.516603,0.704393,0.382405,0.269541,0.320549,0.183887,0.103944,0.158731,0.103623,0.087587,0.070669,0.001203,0.000146,0.119270,0.000724,0.046232,0.000462,0.175443,0.000112,0.000261,0.002137,0.030943,0.000177,0.064964,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,150.000000,0.093805,train_COPD
