@RELATION classifier_rf
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE class {stop breath,normal data}

@DATA
0.008135,0.013331,2.930002,0.067291,0.156659,0.014322,0.020348,0.012836,-28.441947,4.446470,1.089302,0.490050,-0.201741,-0.155862,-0.045653,0.207430,0.218597,0.114593,-0.115900,-0.242874,-0.272765,0.030430,0.002927,0.059584,0.007103,0.025267,0.004210,0.105964,0.000069,0.002084,0.019880,0.064295,0.003002,0.040425,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,150.000000,0.201166,normal data
0.008482,0.009745,2.951619,0.064611,0.152699,0.013882,0.019713,0.013280,-28.937772,4.567658,1.163247,0.520651,-0.211522,-0.181775,-0.065977,0.198449,0.218090,0.130548,-0.099117,-0.227808,-0.255657,0.030829,0.003057,0.058852,0.008398,0.025103,0.004865,0.094539,0.000066,0.002864,0.022420,0.061769,0.003414,0.037004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,150.000000,0.183908,normal data
0.007641,0.014181,2.908558,0.069484,0.162162,0.015284,0.020691,0.012164,-28.151923,4.271325,1.073059,0.514159,-0.160795,-0.134753,-0.056595,0.175523,0.184194,0.100283,-0.103254,-0.221497,-0.253376,0.033147,0.002021,0.063125,0.006886,0.025176,0.003491,0.119621,0.000073,0.002208,0.020702,0.052943,0.002860,0.042832,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,171.428571,0.157576,normal data
0.007607,0.010786,2.912882,0.066089,0.155664,0.014068,0.022829,0.012427,-28.952527,4.412861,1.101575,0.480375,-0.243811,-0.206312,-0.084930,0.193148,0.217995,0.122344,-0.109286,-0.241648,-0.264369,0.025534,0.002816,0.065432,0.006851,0.028724,0.003842,0.129215,0.000066,0.002608,0.014897,0.052104,0.003518,0.045350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,150.000000,0.120344,normal data
0.007716,0.011539,2.890723,0.067786,0.157506,0.015667,0.020172,0.012632,-28.648419,4.369000,1.105209,0.512425,-0.210939,-0.187716,-0.079903,0.184844,0.211780,0.124327,-0.096751,-0.218862,-0.250998,0.026911,0.002587,0.069666,0.007044,0.027302,0.004268,0.120959,0.000070,0.002028,0.017052,0.052877,0.003479,0.042636,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,150.000000,0.138235,normal data
0.007471,0.015065,2.892426,0.071065,0.158528,0.017920,0.021164,0.012164,-28.238015,4.333674,1.039617,0.504966,-0.173210,-0.139935,-0.051633,0.199383,0.207700,0.124435,-0.090329,-0.211995,-0.242005,0.026350,0.002562,0.070841,0.005812,0.025429,0.003952,0.130391,0.000082,0.002522,0.015769,0.053952,0.002797,0.046150,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,133.333333,0.127976,normal data
0.007477,0.012276,2.934302,0.065604,0.155482,0.015474,0.021389,0.012718,-28.722357,4.422418,1.125290,0.467310,-0.260897,-0.219241,-0.081034,0.195006,0.216260,0.128824,-0.105549,-0.229271,-0.250138,0.025994,0.002581,0.068567,0.007325,0.025561,0.004520,0.128656,0.000077,0.002587,0.016356,0.052674,0.003447,0.044833,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,150.000000,0.162577,normal data
0.007772,0.014519,2.910622,0.067186,0.157639,0.013986,0.020659,0.012423,-28.260102,4.361694,1.044582,0.470437,-0.219067,-0.167445,-0.049181,0.208584,0.221532,0.135652,-0.084622,-0.209279,-0.242219,0.025041,0.002961,0.069585,0.006276,0.022624,0.003962,0.129456,0.000064,0.002437,0.019077,0.054446,0.003970,0.044997,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,150.000000,0.181818,normal data
0.007729,0.013971,2.931776,0.068013,0.158391,0.015521,0.020876,0.012396,-28.293617,4.336239,1.088778,0.513836,-0.195325,-0.162936,-0.049255,0.212241,0.224573,0.129267,-0.101069,-0.229641,-0.252960,0.027086,0.002352,0.069027,0.007586,0.026781,0.003481,0.121275,0.000070,0.002434,0.019405,0.052883,0.004092,0.042944,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,150.000000,0.156977,normal data
0.007781,0.006929,2.904166,0.064799,0.152194,0.015236,0.020874,0.012672,-29.510262,4.488869,1.087125,0.467921,-0.229722,-0.180908,-0.060049,0.200734,0.204098,0.116420,-0.101792,-0.212828,-0.234241,0.027316,0.002648,0.070063,0.007515,0.023541,0.004088,0.124250,0.000081,0.002838,0.019843,0.050782,0.003489,0.043237,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,150.000000,0.192982,normal data
0.007738,0.011977,2.883845,0.069698,0.161769,0.015481,0.019469,0.012536,-28.430700,4.292464,1.089181,0.508464,-0.198637,-0.169500,-0.058713,0.205666,0.232715,0.142444,-0.089196,-0.220155,-0.257765,0.028468,0.002507,0.072090,0.007674,0.026983,0.003784,0.118259,0.000072,0.002279,0.018023,0.052219,0.003488,0.042090,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,150.000000,0.150888,normal data
0.007514,0.014810,2.919571,0.064553,0.153213,0.014668,0.023654,0.012160,-28.448837,4.433501,1.113496,0.539372,-0.164962,-0.126993,-0.032256,0.210675,0.218802,0.125132,-0.100169,-0.223763,-0.254397,0.031313,0.002343,0.067248,0.006529,0.025354,0.003842,0.118126,0.000071,0.002317,0.021912,0.053348,0.002956,0.043431,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,171.428571,0.141593,normal data
0.007629,0.012431,2.907249,0.062823,0.150004,0.013531,0.020815,0.011887,-28.633070,4.533043,1.174206,0.568450,-0.160437,-0.129298,-0.027314,0.217744,0.222272,0.132981,-0.089847,-0.211420,-0.248642,0.028357,0.002214,0.063992,0.006237,0.025464,0.003654,0.109717,0.000063,0.002146,0.021811,0.061181,0.002686,0.039930,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,150.000000,0.163265,normal data
0.007439,0.010173,2.913677,0.067349,0.156622,0.015465,0.021324,0.011960,-28.868215,4.356342,1.129342,0.538888,-0.189625,-0.174260,-0.066968,0.210794,0.249005,0.159072,-0.072132,-0.213035,-0.251845,0.027770,0.002694,0.067171,0.005930,0.026602,0.003673,0.127495,0.000067,0.002250,0.018577,0.051591,0.002917,0.044573,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,150.000000,0.120448,normal data
